firstName,title,years_from_release,count
Ryan,Kingdom,-1,136
Ryan,Kingdom,0,115
Ryan,Kingdom,1,126
Ryan,Kingdom,2,115
Ryan,Kingdom,3,84
Julien,The Missing,-3,8
Julien,The Missing,-2,6
Julien,The Missing,-1,4
Julien,The Missing,0,8
Julien,The Missing,1,6
Julien,The Missing,2,13
Julien,The Missing,3,6
Tony,The Missing,-3,13
Tony,The Missing,-2,9
Tony,The Missing,-1,8
Tony,The Missing,0,13
Tony,The Missing,1,7
Tony,The Missing,2,7
Tony,The Missing,3,9
Madeline,Big Little Lies,-3,42
Madeline,Big Little Lies,-2,38
Madeline,Big Little Lies,-1,40
Madeline,Big Little Lies,0,24
Madeline,Big Little Lies,1,22
Madeline,Big Little Lies,2,41
Madeline,Big Little Lies,3,24
Celeste,Big Little Lies,-3,5
Celeste,Big Little Lies,-2,4
Celeste,Big Little Lies,-1,5
Celeste,Big Little Lies,0,12
Celeste,Big Little Lies,1,10
Celeste,Big Little Lies,2,10
Celeste,Big Little Lies,3,5
Jane,Big Little Lies,-3,18
Jane,Big Little Lies,-2,12
Jane,Big Little Lies,-1,14
Jane,Big Little Lies,0,18
Jane,Big Little Lies,1,23
Jane,Big Little Lies,2,23
Jane,Big Little Lies,3,15
Vivienne,No Offence,-3,11
Vivienne,No Offence,-2,8
Vivienne,No Offence,-1,8
Vivienne,No Offence,0,17
Vivienne,No Offence,1,13
Vivienne,No Offence,2,9
Vivienne,No Offence,3,11
Amanda,Dirk Gently's Holistic Detective Agency,-3,14
Amanda,Dirk Gently's Holistic Detective Agency,-2,17
Amanda,Dirk Gently's Holistic Detective Agency,-1,20
Amanda,Dirk Gently's Holistic Detective Agency,0,20
Amanda,Dirk Gently's Holistic Detective Agency,1,15
Amanda,Dirk Gently's Holistic Detective Agency,2,9
Amanda,Dirk Gently's Holistic Detective Agency,3,11
Dylan,Lovesick,-3,99
Dylan,Lovesick,-2,102
Dylan,Lovesick,-1,93
Dylan,Lovesick,0,94
Dylan,Lovesick,1,85
Dylan,Lovesick,2,90
Dylan,Lovesick,3,62
Evie,Lovesick,-3,8
Evie,Lovesick,-2,7
Evie,Lovesick,-1,9
Evie,Lovesick,0,8
Evie,Lovesick,1,16
Evie,Lovesick,2,12
Evie,Lovesick,3,27
Luke,Lovesick,-3,87
Luke,Lovesick,-2,127
Luke,Lovesick,-1,118
Luke,Lovesick,0,148
Luke,Lovesick,1,141
Luke,Lovesick,2,132
Luke,Lovesick,3,124
Michael,Lucifer,-3,101
Michael,Lucifer,-2,113
Michael,Lucifer,-1,116
Michael,Lucifer,0,105
Michael,Lucifer,1,97
Michael,Lucifer,2,84
Michael,Lucifer,3,75
Chloe,Lucifer,-3,156
Chloe,Lucifer,-2,143
Chloe,Lucifer,-1,179
Chloe,Lucifer,0,166
Chloe,Lucifer,1,129
Chloe,Lucifer,2,115
Chloe,Lucifer,3,113
Andy,Detectorists,-3,11
Andy,Detectorists,-2,7
Andy,Detectorists,-1,8
Andy,Detectorists,0,7
Andy,Detectorists,1,10
Andy,Detectorists,2,9
Andy,Detectorists,3,7
Lance,Detectorists,-3,5
Lance,Detectorists,-2,9
Lance,Detectorists,-1,10
Lance,Detectorists,0,7
Lance,Detectorists,1,5
Lance,Detectorists,2,14
Lance,Detectorists,3,3
Laura,Twin Peaks,-3,21
Laura,Twin Peaks,-2,16
Laura,Twin Peaks,-1,24
Laura,Twin Peaks,0,14
Laura,Twin Peaks,1,24
Laura,Twin Peaks,2,19
Laura,Twin Peaks,3,18
Elliot,Mr. Robot,-3,42
Elliot,Mr. Robot,-2,47
Elliot,Mr. Robot,-1,43
Elliot,Mr. Robot,0,51
Elliot,Mr. Robot,1,56
Elliot,Mr. Robot,2,52
Elliot,Mr. Robot,3,41
Ashley,Ash vs Evil Dead,-3,20
Ashley,Ash vs Evil Dead,-2,22
Ashley,Ash vs Evil Dead,-1,16
Ashley,Ash vs Evil Dead,0,23
Ashley,Ash vs Evil Dead,1,22
Ashley,Ash vs Evil Dead,2,17
Ashley,Ash vs Evil Dead,3,13
Kelly,Ash vs Evil Dead,-3,6
Kelly,Ash vs Evil Dead,-2,7
Kelly,Ash vs Evil Dead,-1,5
Kelly,Ash vs Evil Dead,0,5
Kelly,Ash vs Evil Dead,1,7
Kelly,Ash vs Evil Dead,2,11
Kelly,Ash vs Evil Dead,3,6
John,Yellowstone,-3,105
John,Yellowstone,-2,98
John,Yellowstone,-1,91
John,Yellowstone,0,83
John,Yellowstone,1,64
John,Yellowstone,2,77
John,Yellowstone,3,82
Mathias,Call My Agent!,-3,6
Mathias,Call My Agent!,-2,7
Mathias,Call My Agent!,-1,8
Mathias,Call My Agent!,0,15
Mathias,Call My Agent!,1,10
Mathias,Call My Agent!,2,8
Mathias,Call My Agent!,3,8
Gabriel,Call My Agent!,-3,112
Gabriel,Call My Agent!,-2,123
Gabriel,Call My Agent!,-1,148
Gabriel,Call My Agent!,0,172
Gabriel,Call My Agent!,1,133
Gabriel,Call My Agent!,2,125
Gabriel,Call My Agent!,3,101
Frank,F Is for Family,-3,9
Frank,F Is for Family,-2,11
Frank,F Is for Family,-1,10
Frank,F Is for Family,0,12
Frank,F Is for Family,1,13
Frank,F Is for Family,2,19
Frank,F Is for Family,3,4
Chris,Catastrophe,-3,3
Chris,Catastrophe,-2,10
Chris,Catastrophe,-1,9
Chris,Catastrophe,0,7
Chris,Catastrophe,1,10
Chris,Catastrophe,2,5
Chris,Catastrophe,3,5
Charlotte,Babylon Berlin,-3,146
Charlotte,Babylon Berlin,-2,141
Charlotte,Babylon Berlin,-1,180
Charlotte,Babylon Berlin,0,187
Charlotte,Babylon Berlin,1,175
Charlotte,Babylon Berlin,2,188
Charlotte,Babylon Berlin,3,162
Alfred,Babylon Berlin,-3,2
Alfred,Babylon Berlin,-2,4
Alfred,Babylon Berlin,-1,6
Alfred,Babylon Berlin,0,8
Alfred,Babylon Berlin,1,3
Alfred,Babylon Berlin,2,10
Alfred,Babylon Berlin,3,6
Heather,Life in Pieces,-3,6
Heather,Life in Pieces,-2,8
Heather,Life in Pieces,-1,4
Heather,Life in Pieces,0,7
Heather,Life in Pieces,1,2
Heather,Life in Pieces,2,1
Heather,Life in Pieces,3,6
Leanne,Code Black,-3,6
Leanne,Code Black,-2,2
Leanne,Code Black,-1,6
Leanne,Code Black,0,11
Leanne,Code Black,1,6
Leanne,Code Black,2,8
Leanne,Code Black,3,7
Angus,Code Black,-3,9
Angus,Code Black,-2,9
Angus,Code Black,-1,7
Angus,Code Black,0,8
Angus,Code Black,1,9
Angus,Code Black,2,10
Angus,Code Black,3,6
Jane,Stranger Things,-3,17
Jane,Stranger Things,-2,18
Jane,Stranger Things,-1,12
Jane,Stranger Things,0,14
Jane,Stranger Things,1,18
Jane,Stranger Things,2,23
Jane,Stranger Things,3,23
Ezekiel,The Get Down,-3,24
Ezekiel,The Get Down,-2,21
Ezekiel,The Get Down,-1,30
Ezekiel,The Get Down,0,24
Ezekiel,The Get Down,1,34
Ezekiel,The Get Down,2,34
Ezekiel,The Get Down,3,33
Emily,Counterpart,-3,231
Emily,Counterpart,-2,252
Emily,Counterpart,-1,187
Emily,Counterpart,0,159
Emily,Counterpart,1,164
Emily,Counterpart,2,150
Emily,Counterpart,3,127
Peter,Counterpart,-3,48
Peter,Counterpart,-2,34
Peter,Counterpart,-1,36
Peter,Counterpart,0,34
Peter,Counterpart,1,40
Peter,Counterpart,2,35
Peter,Counterpart,3,35
John,Patriot,-3,75
John,Patriot,-2,69
John,Patriot,-1,102
John,Patriot,0,105
John,Patriot,1,98
John,Patriot,2,91
John,Patriot,3,83
Edward,Patriot,-3,33
Edward,Patriot,-2,33
Edward,Patriot,-1,31
Edward,Patriot,0,28
Edward,Patriot,1,31
Edward,Patriot,2,32
Edward,Patriot,3,26
Jane,Good Girls Revolt,-3,16
Jane,Good Girls Revolt,-2,17
Jane,Good Girls Revolt,-1,18
Jane,Good Girls Revolt,0,12
Jane,Good Girls Revolt,1,14
Jane,Good Girls Revolt,2,18
Jane,Good Girls Revolt,3,23
Elizabeth,The Crown,-3,112
Elizabeth,The Crown,-2,107
Elizabeth,The Crown,-1,139
Elizabeth,The Crown,0,134
Elizabeth,The Crown,1,106
Elizabeth,The Crown,2,132
Elizabeth,The Crown,3,124
Astrid,Dragons: Race to the Edge,-3,6
Astrid,Dragons: Race to the Edge,-2,6
Astrid,Dragons: Race to the Edge,-1,10
Astrid,Dragons: Race to the Edge,0,5
Astrid,Dragons: Race to the Edge,1,8
Astrid,Dragons: Race to the Edge,2,21
Astrid,Dragons: Race to the Edge,3,10
Christian,Good Behavior,-3,37
Christian,Good Behavior,-2,40
Christian,Good Behavior,-1,51
Christian,Good Behavior,0,36
Christian,Good Behavior,1,32
Christian,Good Behavior,2,31
Christian,Good Behavior,3,29
Laurel,BrainDead,-3,5
Laurel,BrainDead,-2,3
Laurel,BrainDead,-1,11
Laurel,BrainDead,0,7
Laurel,BrainDead,1,6
Laurel,BrainDead,2,1
Laurel,BrainDead,3,2
Luke,BrainDead,-3,118
Luke,BrainDead,-2,148
Luke,BrainDead,-1,141
Luke,BrainDead,0,132
Luke,BrainDead,1,124
Luke,BrainDead,2,112
Luke,BrainDead,3,102
Eleanor,The Good Place,-3,17
Eleanor,The Good Place,-2,39
Eleanor,The Good Place,-1,52
Eleanor,The Good Place,0,52
Eleanor,The Good Place,1,52
Eleanor,The Good Place,2,42
Eleanor,The Good Place,3,58
Frankie,The Deuce,-3,13
Frankie,The Deuce,-2,12
Frankie,The Deuce,-1,13
Frankie,The Deuce,0,7
Frankie,The Deuce,1,22
Frankie,The Deuce,2,16
Frankie,The Deuce,3,24
Vincent,The Deuce,-3,41
Vincent,The Deuce,-2,30
Vincent,The Deuce,-1,40
Vincent,The Deuce,0,37
Vincent,The Deuce,1,28
Vincent,The Deuce,2,29
Vincent,The Deuce,3,27
Julia,Sneaky Pete,-3,77
Julia,Sneaky Pete,-2,67
Julia,Sneaky Pete,-1,61
Julia,Sneaky Pete,0,76
Julia,Sneaky Pete,1,62
Julia,Sneaky Pete,2,61
Julia,Sneaky Pete,3,67
Lawrence,The Durrells,-3,8
Lawrence,The Durrells,-2,9
Lawrence,The Durrells,-1,8
Lawrence,The Durrells,0,8
Lawrence,The Durrells,1,5
Lawrence,The Durrells,2,6
Lawrence,The Durrells,3,5
Molly,Insecure,-3,43
Molly,Insecure,-2,48
Molly,Insecure,-1,32
Molly,Insecure,0,31
Molly,Insecure,1,25
Molly,Insecure,2,24
Molly,Insecure,3,20
Lawrence,Insecure,-3,8
Lawrence,Insecure,-2,9
Lawrence,Insecure,-1,8
Lawrence,Insecure,0,8
Lawrence,Insecure,1,5
Lawrence,Insecure,2,6
Lawrence,Insecure,3,5
Adam,Adam Ruins Everything,-3,114
Adam,Adam Ruins Everything,-2,104
Adam,Adam Ruins Everything,-1,141
Adam,Adam Ruins Everything,0,141
Adam,Adam Ruins Everything,1,111
Adam,Adam Ruins Everything,2,133
Adam,Adam Ruins Everything,3,138
Jack,Tom Clancy's Jack Ryan,-3,172
Jack,Tom Clancy's Jack Ryan,-2,197
Jack,Tom Clancy's Jack Ryan,-1,189
Jack,Tom Clancy's Jack Ryan,0,167
Jack,Tom Clancy's Jack Ryan,1,198
Jack,Tom Clancy's Jack Ryan,2,170
Jack,Tom Clancy's Jack Ryan,3,222
James,Tom Clancy's Jack Ryan,-3,187
James,Tom Clancy's Jack Ryan,-2,175
James,Tom Clancy's Jack Ryan,-1,157
James,Tom Clancy's Jack Ryan,0,159
James,Tom Clancy's Jack Ryan,1,150
James,Tom Clancy's Jack Ryan,2,130
James,Tom Clancy's Jack Ryan,3,134
Martin,Ozark,-3,29
Martin,Ozark,-2,19
Martin,Ozark,-1,17
Martin,Ozark,0,14
Martin,Ozark,1,24
Martin,Ozark,2,18
Martin,Ozark,3,20
Charlotte,Ozark,-3,146
Charlotte,Ozark,-2,141
Charlotte,Ozark,-1,180
Charlotte,Ozark,0,187
Charlotte,Ozark,1,175
Charlotte,Ozark,2,188
Charlotte,Ozark,3,162
David,Legion,-3,122
David,Legion,-2,115
David,Legion,-1,107
David,Legion,0,102
David,Legion,1,93
David,Legion,2,90
David,Legion,3,84
Victoria,Victoria,-3,69
Victoria,Victoria,-2,87
Victoria,Victoria,-1,111
Victoria,Victoria,0,90
Victoria,Victoria,1,100
Victoria,Victoria,2,67
Victoria,Victoria,3,76
Holden,Mindhunter,-3,25
Holden,Mindhunter,-2,23
Holden,Mindhunter,-1,24
Holden,Mindhunter,0,28
Holden,Mindhunter,1,33
Holden,Mindhunter,2,19
Holden,Mindhunter,3,22
Penelope,One Day at a Time,-3,45
Penelope,One Day at a Time,-2,64
Penelope,One Day at a Time,-1,58
Penelope,One Day at a Time,0,58
Penelope,One Day at a Time,1,38
Penelope,One Day at a Time,2,67
Penelope,One Day at a Time,3,52
Elena,One Day at a Time,-3,37
Elena,One Day at a Time,-2,33
Elena,One Day at a Time,-1,44
Elena,One Day at a Time,0,36
Elena,One Day at a Time,1,46
Elena,One Day at a Time,2,33
Elena,One Day at a Time,3,31
Monroe,Barry,-3,7
Monroe,Barry,-2,9
Monroe,Barry,-1,12
Monroe,Barry,0,12
Monroe,Barry,1,10
Monroe,Barry,2,9
Monroe,Barry,3,10
Anne,Anne with an E,-3,4
Anne,Anne with an E,-2,2
Anne,Anne with an E,-1,12
Anne,Anne with an E,0,5
Anne,Anne with an E,1,6
Anne,Anne with an E,2,6
Anne,Anne with an E,3,8
Jack,This Is Us,-3,178
Jack,This Is Us,-2,198
Jack,This Is Us,-1,172
Jack,This Is Us,0,197
Jack,This Is Us,1,189
Jack,This Is Us,2,167
Jack,This Is Us,3,198
Rebecca,This Is Us,-3,35
Rebecca,This Is Us,-2,48
Rebecca,This Is Us,-1,44
Rebecca,This Is Us,0,41
Rebecca,This Is Us,1,36
Rebecca,This Is Us,2,34
Rebecca,This Is Us,3,27
Andrew,Animal Kingdom,-3,86
Andrew,Animal Kingdom,-2,101
Andrew,Animal Kingdom,-1,85
Andrew,Animal Kingdom,0,74
Andrew,Animal Kingdom,1,92
Andrew,Animal Kingdom,2,63
Andrew,Animal Kingdom,3,46
Lance,Voltron: Legendary Defender,-3,10
Lance,Voltron: Legendary Defender,-2,7
Lance,Voltron: Legendary Defender,-1,5
Lance,Voltron: Legendary Defender,0,14
Lance,Voltron: Legendary Defender,1,3
Lance,Voltron: Legendary Defender,2,7
Lance,Voltron: Legendary Defender,3,8
Nina,The Restaurant,-3,21
Nina,The Restaurant,-2,22
Nina,The Restaurant,-1,10
Nina,The Restaurant,0,13
Nina,The Restaurant,1,16
Nina,The Restaurant,2,14
Nina,The Restaurant,3,16
Amy,Flowers,-3,31
Amy,Flowers,-2,41
Amy,Flowers,-1,32
Amy,Flowers,0,37
Amy,Flowers,1,24
Amy,Flowers,2,31
Amy,Flowers,3,29
Deborah,Flowers,-3,1
Deborah,Flowers,-2,6
Deborah,Flowers,-1,6
Deborah,Flowers,0,9
Deborah,Flowers,1,3
Deborah,Flowers,2,5
Deborah,Flowers,3,8
Grant,Travelers,-3,6
Grant,Travelers,-2,8
Grant,Travelers,-1,10
Grant,Travelers,0,17
Grant,Travelers,1,8
Grant,Travelers,2,12
Grant,Travelers,3,7
Carly,Travelers,-3,13
Carly,Travelers,-2,9
Carly,Travelers,-1,12
Carly,Travelers,0,8
Carly,Travelers,1,4
Carly,Travelers,2,6
Carly,Travelers,3,3
Claire,Fleabag,-3,99
Claire,Fleabag,-2,107
Claire,Fleabag,-1,117
Claire,Fleabag,0,101
Claire,Fleabag,1,86
Claire,Fleabag,2,77
Claire,Fleabag,3,74
Claire,The Orville,-3,107
Claire,The Orville,-2,117
Claire,The Orville,-1,101
Claire,The Orville,0,86
Claire,The Orville,1,77
Claire,The Orville,2,74
Claire,The Orville,3,79
Charles,Brockmire,-3,72
Charles,Brockmire,-2,64
Charles,Brockmire,-1,73
Charles,Brockmire,0,68
Charles,Brockmire,1,57
Charles,Brockmire,2,74
Charles,Brockmire,3,59
Jules,Brockmire,-3,4
Jules,Brockmire,-2,7
Jules,Brockmire,-1,6
Jules,Brockmire,0,6
Jules,Brockmire,1,2
Jules,Brockmire,2,2
Jules,Brockmire,3,3
Jonas,Dark,-3,19
Jonas,Dark,-2,16
Jonas,Dark,-1,11
Jonas,Dark,0,10
Jonas,Dark,1,10
Jonas,Dark,2,8
Jonas,Dark,3,16
Charlotte,Dark,-3,146
Charlotte,Dark,-2,141
Charlotte,Dark,-1,180
Charlotte,Dark,0,187
Charlotte,Dark,1,175
Charlotte,Dark,2,188
Charlotte,Dark,3,162
Miles,Get Shorty,-3,33
Miles,Get Shorty,-2,30
Miles,Get Shorty,-1,27
Miles,Get Shorty,0,35
Miles,Get Shorty,1,37
Miles,Get Shorty,2,46
Miles,Get Shorty,3,53
Louis,Get Shorty,-3,14
Louis,Get Shorty,-2,16
Louis,Get Shorty,-1,20
Louis,Get Shorty,0,14
Louis,Get Shorty,1,15
Louis,Get Shorty,2,18
Louis,Get Shorty,3,19
Ruth,GLOW,-3,14
Ruth,GLOW,-2,19
Ruth,GLOW,-1,26
Ruth,GLOW,0,12
Ruth,GLOW,1,12
Ruth,GLOW,2,17
Ruth,GLOW,3,23
Sam,GLOW,-3,22
Sam,GLOW,-2,19
Sam,GLOW,-1,31
Sam,GLOW,0,22
Sam,GLOW,1,11
Sam,GLOW,2,16
Sam,GLOW,3,10
Miriam,The Marvelous Mrs. Maisel,-3,5
Miriam,The Marvelous Mrs. Maisel,-2,12
Miriam,The Marvelous Mrs. Maisel,-1,4
Miriam,The Marvelous Mrs. Maisel,0,9
Miriam,The Marvelous Mrs. Maisel,1,11
Miriam,The Marvelous Mrs. Maisel,2,8
Miriam,The Marvelous Mrs. Maisel,3,11
Joel,The Marvelous Mrs. Maisel,-3,48
Joel,The Marvelous Mrs. Maisel,-2,27
Joel,The Marvelous Mrs. Maisel,-1,28
Joel,The Marvelous Mrs. Maisel,0,22
Joel,The Marvelous Mrs. Maisel,1,16
Joel,The Marvelous Mrs. Maisel,2,12
Joel,The Marvelous Mrs. Maisel,3,9
June,The Handmaid's Tale,-3,10
June,The Handmaid's Tale,-2,17
June,The Handmaid's Tale,-1,10
June,The Handmaid's Tale,0,15
June,The Handmaid's Tale,1,18
June,The Handmaid's Tale,2,23
June,The Handmaid's Tale,3,18
Serena,The Handmaid's Tale,-3,23
Serena,The Handmaid's Tale,-2,27
Serena,The Handmaid's Tale,-1,19
Serena,The Handmaid's Tale,0,18
Serena,The Handmaid's Tale,1,22
Serena,The Handmaid's Tale,2,16
Serena,The Handmaid's Tale,3,8
Marissa,The Good Fight,-3,4
Marissa,The Good Fight,-2,7
Marissa,The Good Fight,-1,7
Marissa,The Good Fight,0,11
Marissa,The Good Fight,1,4
Marissa,The Good Fight,2,4
Marissa,The Good Fight,3,4
Jay,The Good Fight,-3,9
Jay,The Good Fight,-2,6
Jay,The Good Fight,-1,7
Jay,The Good Fight,0,13
Jay,The Good Fight,1,12
Jay,The Good Fight,2,11
Jay,The Good Fight,3,16
Garrett,Last Chance U,-3,10
Garrett,Last Chance U,-2,13
Garrett,Last Chance U,-1,12
Garrett,Last Chance U,0,8
Garrett,Last Chance U,1,12
Garrett,Last Chance U,2,10
Garrett,Last Chance U,3,5
Clark,Justice League Unlimited,-3,3
Clark,Justice League Unlimited,-2,3
Clark,Justice League Unlimited,-1,7
Clark,Justice League Unlimited,0,6
Clark,Justice League Unlimited,1,8
Clark,Justice League Unlimited,2,7
Clark,Justice League Unlimited,3,7
Jules,High Maintenance,-3,3
Jules,High Maintenance,-2,4
Jules,High Maintenance,-1,7
Jules,High Maintenance,0,6
Jules,High Maintenance,1,6
Jules,High Maintenance,2,2
Jules,High Maintenance,3,2
Alyssa,The End of the F***ing World,-3,51
Alyssa,The End of the F***ing World,-2,53
Alyssa,The End of the F***ing World,-1,40
Alyssa,The End of the F***ing World,0,28
Alyssa,The End of the F***ing World,1,21
Alyssa,The End of the F***ing World,2,19
Alyssa,The End of the F***ing World,3,23
James,The End of the F***ing World,-3,156
James,The End of the F***ing World,-2,187
James,The End of the F***ing World,-1,175
James,The End of the F***ing World,0,157
James,The End of the F***ing World,1,159
James,The End of the F***ing World,2,150
James,The End of the F***ing World,3,130
Elsa,Atypical,-3,30
Elsa,Atypical,-2,7
Elsa,Atypical,-1,9
Elsa,Atypical,0,5
Elsa,Atypical,1,7
Elsa,Atypical,2,5
Elsa,Atypical,3,5
Sam,Atypical,-3,22
Sam,Atypical,-2,19
Sam,Atypical,-1,31
Sam,Atypical,0,22
Sam,Atypical,1,11
Sam,Atypical,2,16
Sam,Atypical,3,10
Casey,Atypical,-3,19
Casey,Atypical,-2,27
Casey,Atypical,-1,40
Casey,Atypical,0,26
Casey,Atypical,1,30
Casey,Atypical,2,22
Casey,Atypical,3,21
David,Hilda,-3,115
David,Hilda,-2,107
David,Hilda,-1,102
David,Hilda,0,93
David,Hilda,1,90
David,Hilda,2,84
David,Hilda,3,80
Franklin,Snowfall,-3,6
Franklin,Snowfall,-2,7
Franklin,Snowfall,-1,6
Franklin,Snowfall,0,8
Franklin,Snowfall,1,8
Franklin,Snowfall,2,7
Franklin,Snowfall,3,14
Danny,Breathe,-3,5
Danny,Breathe,-2,14
Danny,Breathe,-1,3
Danny,Breathe,0,5
Danny,Breathe,1,5
Danny,Breathe,2,12
Danny,Breathe,3,9
Kabir,Breathe,-3,10
Kabir,Breathe,-2,8
Kabir,Breathe,-1,11
Kabir,Breathe,0,4
Kabir,Breathe,1,20
Kabir,Breathe,2,20
Kabir,Breathe,3,29
Shaun,The Good Doctor,-3,4
Shaun,The Good Doctor,-2,4
Shaun,The Good Doctor,-1,7
Shaun,The Good Doctor,0,3
Shaun,The Good Doctor,1,0
Shaun,The Good Doctor,2,5
Shaun,The Good Doctor,3,7
Aaron,The Good Doctor,-3,47
Aaron,The Good Doctor,-2,55
Aaron,The Good Doctor,-1,71
Aaron,The Good Doctor,0,68
Aaron,The Good Doctor,1,44
Aaron,The Good Doctor,2,46
Aaron,The Good Doctor,3,43
Marcus,The Good Doctor,-3,68
Marcus,The Good Doctor,-2,69
Marcus,The Good Doctor,-1,76
Marcus,The Good Doctor,0,67
Marcus,The Good Doctor,1,51
Marcus,The Good Doctor,2,46
Marcus,The Good Doctor,3,46
Tara,Made in Heaven,-3,3
Tara,Made in Heaven,-2,9
Tara,Made in Heaven,-1,5
Tara,Made in Heaven,0,4
Tara,Made in Heaven,1,8
Tara,Made in Heaven,2,5
Tara,Made in Heaven,3,6
Trevor,Castlevania,-3,7
Trevor,Castlevania,-2,6
Trevor,Castlevania,-1,7
Trevor,Castlevania,0,9
Trevor,Castlevania,1,5
Trevor,Castlevania,2,7
Trevor,Castlevania,3,5
Jack,Heels,-3,167
Jack,Heels,-2,198
Jack,Heels,-1,170
Jack,Heels,0,222
Jack,Heels,1,167
Jack,Heels,2,153
Jack,Heels,3,140
Ace,Heels,-3,13
Ace,Heels,-2,6
Ace,Heels,-1,15
Ace,Heels,0,16
Ace,Heels,1,19
Ace,Heels,2,7
Ace,Heels,3,12
Mark,Invincible,-3,20
Mark,Invincible,-2,27
Mark,Invincible,-1,27
Mark,Invincible,0,16
Mark,Invincible,1,24
Mark,Invincible,2,28
Mark,Invincible,3,40
Marco,The Mechanism,-3,14
Marco,The Mechanism,-2,11
Marco,The Mechanism,-1,9
Marco,The Mechanism,0,10
Marco,The Mechanism,1,9
Marco,The Mechanism,2,11
Marco,The Mechanism,3,13
Peter,American Vandal,-3,48
Peter,American Vandal,-2,34
Peter,American Vandal,-1,36
Peter,American Vandal,0,34
Peter,American Vandal,1,40
Peter,American Vandal,2,35
Peter,American Vandal,3,35
Sam,American Vandal,-3,22
Sam,American Vandal,-2,19
Sam,American Vandal,-1,31
Sam,American Vandal,0,22
Sam,American Vandal,1,11
Sam,American Vandal,2,16
Sam,American Vandal,3,10
Dylan,American Vandal,-3,94
Dylan,American Vandal,-2,85
Dylan,American Vandal,-1,90
Dylan,American Vandal,0,62
Dylan,American Vandal,1,62
Dylan,American Vandal,2,59
Dylan,American Vandal,3,50
Eve,Killing Eve,-3,21
Eve,Killing Eve,-2,19
Eve,Killing Eve,-1,17
Eve,Killing Eve,0,23
Eve,Killing Eve,1,20
Eve,Killing Eve,2,10
Eve,Killing Eve,3,18
Erin,Derry Girls,-3,21
Erin,Derry Girls,-2,16
Erin,Derry Girls,-1,26
Erin,Derry Girls,0,11
Erin,Derry Girls,1,13
Erin,Derry Girls,2,5
Erin,Derry Girls,3,8
Mary,Derry Girls,-3,31
Mary,Derry Girls,-2,30
Mary,Derry Girls,-1,35
Mary,Derry Girls,0,38
Mary,Derry Girls,1,26
Mary,Derry Girls,2,23
Mary,Derry Girls,3,17
Alex,The Morning Show,-3,31
Alex,The Morning Show,-2,37
Alex,The Morning Show,-1,37
Alex,The Morning Show,0,35
Alex,The Morning Show,1,34
Alex,The Morning Show,2,22
Alex,The Morning Show,3,22
Bradley,The Morning Show,-3,13
Bradley,The Morning Show,-2,19
Bradley,The Morning Show,-1,14
Bradley,The Morning Show,0,9
Bradley,The Morning Show,1,17
Bradley,The Morning Show,2,13
Bradley,The Morning Show,3,9
Cory,The Morning Show,-3,6
Cory,The Morning Show,-2,3
Cory,The Morning Show,-1,3
Cory,The Morning Show,0,7
Cory,The Morning Show,1,4
Cory,The Morning Show,2,2
Cory,The Morning Show,3,7
Anne,Gentleman Jack,-3,12
Anne,Gentleman Jack,-2,5
Anne,Gentleman Jack,-1,6
Anne,Gentleman Jack,0,6
Anne,Gentleman Jack,1,8
Anne,Gentleman Jack,2,5
Anne,Gentleman Jack,3,7
Daniel,Cobra Kai,-3,151
Daniel,Cobra Kai,-2,132
Daniel,Cobra Kai,-1,126
Daniel,Cobra Kai,0,118
Daniel,Cobra Kai,1,125
Daniel,Cobra Kai,2,128
Daniel,Cobra Kai,3,99
Johnny,Cobra Kai,-3,11
Johnny,Cobra Kai,-2,10
Johnny,Cobra Kai,-1,10
Johnny,Cobra Kai,0,9
Johnny,Cobra Kai,1,9
Johnny,Cobra Kai,2,6
Johnny,Cobra Kai,3,4
Amanda,Cobra Kai,-3,20
Amanda,Cobra Kai,-2,20
Amanda,Cobra Kai,-1,15
Amanda,Cobra Kai,0,9
Amanda,Cobra Kai,1,11
Amanda,Cobra Kai,2,13
Amanda,Cobra Kai,3,17
Jude,The Kominsky Method,-3,46
Jude,The Kominsky Method,-2,55
Jude,The Kominsky Method,-1,47
Jude,The Kominsky Method,0,53
Jude,The Kominsky Method,1,40
Jude,The Kominsky Method,2,40
Jude,The Kominsky Method,3,58
Elena,My Brilliant Friend,-3,33
Elena,My Brilliant Friend,-2,44
Elena,My Brilliant Friend,-1,36
Elena,My Brilliant Friend,0,46
Elena,My Brilliant Friend,1,33
Elena,My Brilliant Friend,2,31
Elena,My Brilliant Friend,3,46
David,Bodyguard,-3,115
David,Bodyguard,-2,107
David,Bodyguard,-1,102
David,Bodyguard,0,93
David,Bodyguard,1,90
David,Bodyguard,2,84
David,Bodyguard,3,80
Angel,Pose,-3,20
Angel,Pose,-2,15
Angel,Pose,-1,19
Angel,Pose,0,16
Angel,Pose,1,11
Angel,Pose,2,19
Angel,Pose,3,16
John,The Rookie,-3,105
John,The Rookie,-2,98
John,The Rookie,-1,91
John,The Rookie,0,83
John,The Rookie,1,64
John,The Rookie,2,77
John,The Rookie,3,82
Angela,The Rookie,-3,24
Angela,The Rookie,-2,20
Angela,The Rookie,-1,16
Angela,The Rookie,0,8
Angela,The Rookie,1,14
Angela,The Rookie,2,10
Angela,The Rookie,3,12
Harley,Harley Quinn,-3,20
Harley,Harley Quinn,-2,20
