firstName,title,years_from_release,count
Henry,Longmire,-3,43
Henry,Longmire,-2,53
Henry,Longmire,-1,91
Henry,Longmire,0,93
Henry,Longmire,1,97
Henry,Longmire,2,109
Henry,Longmire,3,120
John,Person of Interest,-3,86
John,Person of Interest,-2,91
John,Person of Interest,-1,81
John,Person of Interest,0,84
John,Person of Interest,1,75
John,Person of Interest,2,69
John,Person of Interest,3,102
Jocelyn,Person of Interest,-3,16
Jocelyn,Person of Interest,-2,17
Jocelyn,Person of Interest,-1,14
Jocelyn,Person of Interest,0,16
Jocelyn,Person of Interest,1,18
Jocelyn,Person of Interest,2,24
Jocelyn,Person of Interest,3,9
Rachel,Scott & Bailey,-3,77
Rachel,Scott & Bailey,-2,69
Rachel,Scott & Bailey,-1,57
Rachel,Scott & Bailey,0,50
Rachel,Scott & Bailey,1,63
Rachel,Scott & Bailey,2,48
Rachel,Scott & Bailey,3,43
Adam,Friday Night Dinner,-3,121
Adam,Friday Night Dinner,-2,136
Adam,Friday Night Dinner,-1,123
Adam,Friday Night Dinner,0,129
Adam,Friday Night Dinner,1,114
Adam,Friday Night Dinner,2,104
Adam,Friday Night Dinner,3,141
Martin,Friday Night Dinner,-3,21
Martin,Friday Night Dinner,-2,14
Martin,Friday Night Dinner,-1,11
Martin,Friday Night Dinner,0,11
Martin,Friday Night Dinner,1,20
Martin,Friday Night Dinner,2,22
Martin,Friday Night Dinner,3,29
Francis,House of Cards,-3,9
Francis,House of Cards,-2,7
Francis,House of Cards,-1,9
Francis,House of Cards,0,16
Francis,House of Cards,1,14
Francis,House of Cards,2,15
Francis,House of Cards,3,21
Garrett,House of Cards,-3,13
Garrett,House of Cards,-2,7
Garrett,House of Cards,-1,13
Garrett,House of Cards,0,10
Garrett,House of Cards,1,13
Garrett,House of Cards,2,12
Garrett,House of Cards,3,8
Claire,House of Cards,-3,102
Claire,House of Cards,-2,90
Claire,House of Cards,-1,105
Claire,House of Cards,0,99
Claire,House of Cards,1,107
Claire,House of Cards,2,117
Claire,House of Cards,3,101
Will,The Newsroom,-3,7
Will,The Newsroom,-2,11
Will,The Newsroom,-1,7
Will,The Newsroom,0,9
Will,The Newsroom,1,9
Will,The Newsroom,2,7
Will,The Newsroom,3,7
Mackenzie,The Newsroom,-3,76
Mackenzie,The Newsroom,-2,76
Mackenzie,The Newsroom,-1,70
Mackenzie,The Newsroom,0,65
Mackenzie,The Newsroom,1,74
Mackenzie,The Newsroom,2,85
Mackenzie,The Newsroom,3,88
Martin,Undercover,-3,21
Martin,Undercover,-2,14
Martin,Undercover,-1,11
Martin,Undercover,0,11
Martin,Undercover,1,20
Martin,Undercover,2,22
Martin,Undercover,3,29
Richard,The Amazing World of Gumball,-3,29
Richard,The Amazing World of Gumball,-2,16
Richard,The Amazing World of Gumball,-1,18
Richard,The Amazing World of Gumball,0,13
Richard,The Amazing World of Gumball,1,26
Richard,The Amazing World of Gumball,2,17
Richard,The Amazing World of Gumball,3,20
John,Miss Fisher's Murder Mysteries,-3,91
John,Miss Fisher's Murder Mysteries,-2,81
John,Miss Fisher's Murder Mysteries,-1,84
John,Miss Fisher's Murder Mysteries,0,75
John,Miss Fisher's Murder Mysteries,1,69
John,Miss Fisher's Murder Mysteries,2,102
John,Miss Fisher's Murder Mysteries,3,105
Lucas,Banshee,-3,224
Lucas,Banshee,-2,224
Lucas,Banshee,-1,213
Lucas,Banshee,0,254
Lucas,Banshee,1,214
Lucas,Banshee,2,218
Lucas,Banshee,3,247
Anastasia,Banshee,-3,13
Anastasia,Banshee,-2,13
Anastasia,Banshee,-1,20
Anastasia,Banshee,0,15
Anastasia,Banshee,1,24
Anastasia,Banshee,2,26
Anastasia,Banshee,3,36
Forrest,Review,-3,1
Forrest,Review,-2,2
Forrest,Review,-1,3
Forrest,Review,0,5
Forrest,Review,1,4
Forrest,Review,2,10
Forrest,Review,3,10
Elizabeth,The Americans,-3,117
Elizabeth,The Americans,-2,115
Elizabeth,The Americans,-1,88
Elizabeth,The Americans,0,112
Elizabeth,The Americans,1,107
Elizabeth,The Americans,2,139
Elizabeth,The Americans,3,134
Philip,The Americans,-3,7
Philip,The Americans,-2,7
Philip,The Americans,-1,15
Philip,The Americans,0,23
Philip,The Americans,1,8
Philip,The Americans,2,11
Philip,The Americans,3,11
Henry,The Americans,-3,53
Henry,The Americans,-2,91
Henry,The Americans,-1,93
Henry,The Americans,0,97
Henry,The Americans,1,109
Henry,The Americans,2,120
Henry,The Americans,3,145
Josh,Please Like Me,-3,9
Josh,Please Like Me,-2,8
Josh,Please Like Me,-1,11
Josh,Please Like Me,0,8
Josh,Please Like Me,1,8
Josh,Please Like Me,2,8
Josh,Please Like Me,3,8
John,Please Like Me,-3,81
John,Please Like Me,-2,84
John,Please Like Me,-1,75
John,Please Like Me,0,69
John,Please Like Me,1,102
John,Please Like Me,2,105
John,Please Like Me,3,98
Daniel,Rectify,-3,165
Daniel,Rectify,-2,146
Daniel,Rectify,-1,156
Daniel,Rectify,0,141
Daniel,Rectify,1,160
Daniel,Rectify,2,151
Daniel,Rectify,3,132
Dylan,Bates Motel,-3,138
Dylan,Bates Motel,-2,99
Dylan,Bates Motel,-1,102
Dylan,Bates Motel,0,93
Dylan,Bates Motel,1,94
Dylan,Bates Motel,2,85
Dylan,Bates Motel,3,90
Marco,Marco Polo,-3,6
Marco,Marco Polo,-2,12
Marco,Marco Polo,-1,15
Marco,Marco Polo,0,11
Marco,Marco Polo,1,14
Marco,Marco Polo,2,11
Marco,Marco Polo,3,9
Celia,Last Tango in Halifax,-3,3
Celia,Last Tango in Halifax,-2,6
Celia,Last Tango in Halifax,-1,3
Celia,Last Tango in Halifax,0,3
Celia,Last Tango in Halifax,1,4
Celia,Last Tango in Halifax,2,7
Celia,Last Tango in Halifax,3,4
Alan,Last Tango in Halifax,-3,4
Alan,Last Tango in Halifax,-2,7
Alan,Last Tango in Halifax,-1,8
Alan,Last Tango in Halifax,0,9
Alan,Last Tango in Halifax,1,9
Alan,Last Tango in Halifax,2,7
Alan,Last Tango in Halifax,3,6
Caroline,Last Tango in Halifax,-3,6
Caroline,Last Tango in Halifax,-2,8
Caroline,Last Tango in Halifax,-1,10
Caroline,Last Tango in Halifax,0,9
Caroline,Last Tango in Halifax,1,11
Caroline,Last Tango in Halifax,2,12
Caroline,Last Tango in Halifax,3,17
Sarah,Orphan Black,-3,120
Sarah,Orphan Black,-2,113
Sarah,Orphan Black,-1,114
Sarah,Orphan Black,0,88
Sarah,Orphan Black,1,92
Sarah,Orphan Black,2,103
Sarah,Orphan Black,3,102
Alison,Orphan Black,-3,12
Alison,Orphan Black,-2,9
Alison,Orphan Black,-1,6
Alison,Orphan Black,0,8
Alison,Orphan Black,1,11
Alison,Orphan Black,2,11
Alison,Orphan Black,3,5
Catherine,The Great,-3,14
Catherine,The Great,-2,16
Catherine,The Great,-1,17
Catherine,The Great,0,9
Catherine,The Great,1,9
Catherine,The Great,2,5
Catherine,The Great,3,3
Will,Hannibal,-3,11
Will,Hannibal,-2,7
Will,Hannibal,-1,9
Will,Hannibal,0,9
Will,Hannibal,1,7
Will,Hannibal,2,7
Will,Hannibal,3,7
Alana,Hannibal,-3,11
Alana,Hannibal,-2,11
Alana,Hannibal,-1,11
Alana,Hannibal,0,12
Alana,Hannibal,1,8
Alana,Hannibal,2,8
Alana,Hannibal,3,13
Eric,The Eric Andre Show,-3,68
Eric,The Eric Andre Show,-2,74
Eric,The Eric Andre Show,-1,71
Eric,The Eric Andre Show,0,47
Eric,The Eric Andre Show,1,48
Eric,The Eric Andre Show,2,42
Eric,The Eric Andre Show,3,49
Alec,Broadchurch,-3,9
Alec,Broadchurch,-2,12
Alec,Broadchurch,-1,10
Alec,Broadchurch,0,10
Alec,Broadchurch,1,10
Alec,Broadchurch,2,8
Alec,Broadchurch,3,10
Ellie,Broadchurch,-3,29
Ellie,Broadchurch,-2,37
Ellie,Broadchurch,-1,44
Ellie,Broadchurch,0,51
Ellie,Broadchurch,1,85
Ellie,Broadchurch,2,86
Ellie,Broadchurch,3,117
Sarah,A Place to Call Home,-3,120
Sarah,A Place to Call Home,-2,113
Sarah,A Place to Call Home,-1,114
Sarah,A Place to Call Home,0,88
Sarah,A Place to Call Home,1,92
Sarah,A Place to Call Home,2,103
Sarah,A Place to Call Home,3,102
Kelly,Chicago Fire,-3,14
Kelly,Chicago Fire,-2,13
Kelly,Chicago Fire,-1,9
Kelly,Chicago Fire,0,6
Kelly,Chicago Fire,1,7
Kelly,Chicago Fire,2,5
Kelly,Chicago Fire,3,5
Joe,Chicago Fire,-3,6
Joe,Chicago Fire,-2,2
Joe,Chicago Fire,-1,7
Joe,Chicago Fire,0,3
Joe,Chicago Fire,1,6
Joe,Chicago Fire,2,6
Joe,Chicago Fire,3,7
Lena,The Fosters,-3,21
Lena,The Fosters,-2,24
Lena,The Fosters,-1,19
Lena,The Fosters,0,19
Lena,The Fosters,1,21
Lena,The Fosters,2,28
Lena,The Fosters,3,24
Bilal,Game of Silence,-3,3
Bilal,Game of Silence,-2,11
Bilal,Game of Silence,-1,9
Bilal,Game of Silence,0,6
Bilal,Game of Silence,1,7
Bilal,Game of Silence,2,10
Bilal,Game of Silence,3,5
Paul,The Fall,-3,18
Paul,The Fall,-2,18
Paul,The Fall,-1,18
Paul,The Fall,0,17
Paul,The Fall,1,22
Paul,The Fall,2,28
Paul,The Fall,3,21
Nathan,Nathan for You,-3,166
Nathan,Nathan for You,-2,184
Nathan,Nathan for You,-1,193
Nathan,Nathan for You,0,178
Nathan,Nathan for You,1,168
Nathan,Nathan for You,2,161
Nathan,Nathan for You,3,154
Kate,Line of Duty,-3,67
Kate,Line of Duty,-2,44
Kate,Line of Duty,-1,51
Kate,Line of Duty,0,52
Kate,Line of Duty,1,44
Kate,Line of Duty,2,49
Kate,Line of Duty,3,46
Sean,Moone Boy,-3,37
Sean,Moone Boy,-2,25
Sean,Moone Boy,-1,27
Sean,Moone Boy,0,32
Sean,Moone Boy,1,22
Sean,Moone Boy,2,10
Sean,Moone Boy,3,30
Martin,Moone Boy,-3,14
Martin,Moone Boy,-2,11
Martin,Moone Boy,-1,11
Martin,Moone Boy,0,20
Martin,Moone Boy,1,22
Martin,Moone Boy,2,29
Martin,Moone Boy,3,19
Frank,True Detective,-3,7
Frank,True Detective,-2,9
Frank,True Detective,-1,11
Frank,True Detective,0,10
Frank,True Detective,1,12
Frank,True Detective,2,13
Frank,True Detective,3,19
Piper,Orange Is the New Black,-3,25
Piper,Orange Is the New Black,-2,52
Piper,Orange Is the New Black,-1,41
Piper,Orange Is the New Black,0,55
Piper,Orange Is the New Black,1,78
Piper,Orange Is the New Black,2,83
Piper,Orange Is the New Black,3,66
Tiffany,Orange Is the New Black,-3,13
Tiffany,Orange Is the New Black,-2,13
Tiffany,Orange Is the New Black,-1,9
Tiffany,Orange Is the New Black,0,9
Tiffany,Orange Is the New Black,1,14
Tiffany,Orange Is the New Black,2,12
Tiffany,Orange Is the New Black,3,11
Max,Black Sails,-3,62
Max,Black Sails,-2,67
Max,Black Sails,-1,66
Max,Black Sails,0,80
Max,Black Sails,1,80
Max,Black Sails,2,94
Max,Black Sails,3,60
Eleanor,Black Sails,-3,14
Eleanor,Black Sails,-2,21
Eleanor,Black Sails,-1,17
Eleanor,Black Sails,0,39
Eleanor,Black Sails,1,52
Eleanor,Black Sails,2,52
Eleanor,Black Sails,3,52
Wilson,Utopia,-3,2
Wilson,Utopia,-2,4
Wilson,Utopia,-1,7
Wilson,Utopia,0,5
Wilson,Utopia,1,7
Wilson,Utopia,2,5
Wilson,Utopia,3,6
Alison,Shetland,-3,12
Alison,Shetland,-2,9
Alison,Shetland,-1,6
Alison,Shetland,0,8
Alison,Shetland,1,11
Alison,Shetland,2,11
Alison,Shetland,3,5
Chloe,My Mad Fat Diary,-3,186
Chloe,My Mad Fat Diary,-2,196
Chloe,My Mad Fat Diary,-1,156
Chloe,My Mad Fat Diary,0,156
Chloe,My Mad Fat Diary,1,143
Chloe,My Mad Fat Diary,2,179
Chloe,My Mad Fat Diary,3,166
Steven,Toast of London,-3,27
Steven,Toast of London,-2,20
Steven,Toast of London,-1,11
Steven,Toast of London,0,16
Steven,Toast of London,1,15
Steven,Toast of London,2,17
Steven,Toast of London,3,13
Jane,Toast of London,-3,9
Jane,Toast of London,-2,16
Jane,Toast of London,-1,14
Jane,Toast of London,0,16
Jane,Toast of London,1,17
Jane,Toast of London,2,18
Jane,Toast of London,3,12
Vera,Wentworth,-3,2
Vera,Wentworth,-2,4
Vera,Wentworth,-1,8
Vera,Wentworth,0,14
Vera,Wentworth,1,24
Vera,Wentworth,2,12
Vera,Wentworth,3,12
Will,Wentworth,-3,11
Will,Wentworth,-2,7
Will,Wentworth,-1,9
Will,Wentworth,0,9
Will,Wentworth,1,7
Will,Wentworth,2,7
Will,Wentworth,3,7
Thomas,Peaky Blinders,-3,77
Thomas,Peaky Blinders,-2,88
Thomas,Peaky Blinders,-1,92
Thomas,Peaky Blinders,0,107
Thomas,Peaky Blinders,1,115
Thomas,Peaky Blinders,2,121
Thomas,Peaky Blinders,3,115
Arthur,Peaky Blinders,-3,5
Arthur,Peaky Blinders,-2,10
Arthur,Peaky Blinders,-1,20
Arthur,Peaky Blinders,0,9
Arthur,Peaky Blinders,1,24
Arthur,Peaky Blinders,2,33
Arthur,Peaky Blinders,3,26
Ada,Peaky Blinders,-3,13
Ada,Peaky Blinders,-2,7
Ada,Peaky Blinders,-1,11
Ada,Peaky Blinders,0,18
Ada,Peaky Blinders,1,13
Ada,Peaky Blinders,2,10
Ada,Peaky Blinders,3,14
Nick,Happy!,-3,5
Nick,Happy!,-2,6
Nick,Happy!,-1,7
Nick,Happy!,0,6
Nick,Happy!,1,3
Nick,Happy!,2,3
Nick,Happy!,3,5
Jake,Brooklyn Nine-Nine,-3,54
Jake,Brooklyn Nine-Nine,-2,70
Jake,Brooklyn Nine-Nine,-1,58
Jake,Brooklyn Nine-Nine,0,59
Jake,Brooklyn Nine-Nine,1,61
Jake,Brooklyn Nine-Nine,2,66
Jake,Brooklyn Nine-Nine,3,62
Claire,The Returned,-3,95
Claire,The Returned,-2,102
Claire,The Returned,-1,90
Claire,The Returned,0,105
Claire,The Returned,1,99
Claire,The Returned,2,107
Claire,The Returned,3,117
Joe,Halt and Catch Fire,-3,7
Joe,Halt and Catch Fire,-2,3
Joe,Halt and Catch Fire,-1,6
Joe,Halt and Catch Fire,0,6
Joe,Halt and Catch Fire,1,7
Joe,Halt and Catch Fire,2,3
Joe,Halt and Catch Fire,3,2
Gordon,Halt and Catch Fire,-3,7
Gordon,Halt and Catch Fire,-2,5
Gordon,Halt and Catch Fire,-1,8
Gordon,Halt and Catch Fire,0,9
Gordon,Halt and Catch Fire,1,6
Gordon,Halt and Catch Fire,2,11
Gordon,Halt and Catch Fire,3,9
Cameron,Halt and Catch Fire,-3,70
Cameron,Halt and Catch Fire,-2,70
Cameron,Halt and Catch Fire,-1,56
Cameron,Halt and Catch Fire,0,74
Cameron,Halt and Catch Fire,1,68
Cameron,Halt and Catch Fire,2,64
Cameron,Halt and Catch Fire,3,44
Abraham,TURN: Washington's Spies,-3,7
Abraham,TURN: Washington's Spies,-2,10
Abraham,TURN: Washington's Spies,-1,14
Abraham,TURN: Washington's Spies,0,8
Abraham,TURN: Washington's Spies,1,11
Abraham,TURN: Washington's Spies,2,10
Abraham,TURN: Washington's Spies,3,11
Anna,TURN: Washington's Spies,-3,91
Anna,TURN: Washington's Spies,-2,93
Anna,TURN: Washington's Spies,-1,88
Anna,TURN: Washington's Spies,0,122
Anna,TURN: Washington's Spies,1,93
Anna,TURN: Washington's Spies,2,110
Anna,TURN: Washington's Spies,3,69
John,TURN: Washington's Spies,-3,84
John,TURN: Washington's Spies,-2,75
John,TURN: Washington's Spies,-1,69
John,TURN: Washington's Spies,0,102
John,TURN: Washington's Spies,1,105
John,TURN: Washington's Spies,2,98
John,TURN: Washington's Spies,3,91
Richard,Silicon Valley,-3,13
Richard,Silicon Valley,-2,26
Richard,Silicon Valley,-1,17
Richard,Silicon Valley,0,20
Richard,Silicon Valley,1,21
Richard,Silicon Valley,2,19
Richard,Silicon Valley,3,9
Nelson,Silicon Valley,-3,4
Nelson,Silicon Valley,-2,7
Nelson,Silicon Valley,-1,3
Nelson,Silicon Valley,0,5
Nelson,Silicon Valley,1,3
Nelson,Silicon Valley,2,5
Nelson,Silicon Valley,3,6
Lincoln,Broad City,-3,84
Lincoln,Broad City,-2,95
Lincoln,Broad City,-1,142
Lincoln,Broad City,0,138
Lincoln,Broad City,1,172
Lincoln,Broad City,2,194
Lincoln,Broad City,3,164
Patrick,Looking,-3,21
Patrick,Looking,-2,30
Patrick,Looking,-1,30
Patrick,Looking,0,51
Patrick,Looking,1,28
Patrick,Looking,2,25
Patrick,Looking,3,28
Violet,Vicious,-3,52
Violet,Vicious,-2,47
Violet,Vicious,-1,51
Violet,Vicious,0,77
Violet,Vicious,1,81
Violet,Vicious,2,98
Violet,Vicious,3,79
Derek,Derek,-3,17
Derek,Derek,-2,26
Derek,Derek,-1,24
Derek,Derek,0,30
Derek,Derek,1,21
Derek,Derek,2,12
Derek,Derek,3,21
Hannah,Derek,-3,126
Hannah,Derek,-2,125
Hannah,Derek,-1,105
Hannah,Derek,0,135
Hannah,Derek,1,138
Hannah,Derek,2,146
Hannah,Derek,3,128
Ethan,Penny Dreadful,-3,257
Ethan,Penny Dreadful,-2,276
Ethan,Penny Dreadful,-1,245
Ethan,Penny Dreadful,0,253
Ethan,Penny Dreadful,1,233
Ethan,Penny Dreadful,2,205
Ethan,Penny Dreadful,3,192
Malcolm,Penny Dreadful,-3,21
Malcolm,Penny Dreadful,-2,24
Malcolm,Penny Dreadful,-1,26
Malcolm,Penny Dreadful,0,14
Malcolm,Penny Dreadful,1,30
Malcolm,Penny Dreadful,2,26
Malcolm,Penny Dreadful,3,20
Vanessa,Penny Dreadful,-3,29
Vanessa,Penny Dreadful,-2,30
Vanessa,Penny Dreadful,-1,23
Vanessa,Penny Dreadful,0,22
Vanessa,Penny Dreadful,1,20
Vanessa,Penny Dreadful,2,15
Vanessa,Penny Dreadful,3,10
Elijah,The Originals,-3,76
Elijah,The Originals,-2,69
Elijah,The Originals,-1,84
Elijah,The Originals,0,84
Elijah,The Originals,1,105
Elijah,The Originals,2,83
Elijah,The Originals,3,124
Rebekah,The Originals,-3,9
Rebekah,The Originals,-2,6
Rebekah,The Originals,-1,14
Rebekah,The Originals,0,16
Rebekah,The Originals,1,10
Rebekah,The Originals,2,13
Rebekah,The Originals,3,11
Reece,Inside No. 9,-3,16
Reece,Inside No. 9,-2,17
Reece,Inside No. 9,-1,13
Reece,Inside No. 9,0,16
Reece,Inside No. 9,1,10
Reece,Inside No. 9,2,11
Reece,Inside No. 9,3,13
Aidan,Inside No. 9,-3,57
Aidan,Inside No. 9,-2,44
Aidan,Inside No. 9,-1,37
Aidan,Inside No. 9,0,33
Aidan,Inside No. 9,1,25
Aidan,Inside No. 9,2,27
Aidan,Inside No. 9,3,20
Alan,Inside No. 9,-3,8
Alan,Inside No. 9,-2,9
Alan,Inside No. 9,-1,9
Alan,Inside No. 9,0,7
Alan,Inside No. 9,1,6
Alan,Inside No. 9,2,11
Alan,Inside No. 9,3,9
Kevin,The Leftovers,-3,24
Kevin,The Leftovers,-2,42
Kevin,The Leftovers,-1,31
Kevin,The Leftovers,0,26
Kevin,The Leftovers,1,30
Kevin,The Leftovers,2,19
Kevin,The Leftovers,3,25
Adam,The Goldbergs,-3,123
Adam,The Goldbergs,-2,129
Adam,The Goldbergs,-1,114
Adam,The Goldbergs,0,104
Adam,The Goldbergs,1,141
Adam,The Goldbergs,2,141
Adam,The Goldbergs,3,111
Raymond,The Blacklist,-3,9
Raymond,The Blacklist,-2,11
Raymond,The Blacklist,-1,13
Raymond,The Blacklist,0,9
Raymond,The Blacklist,1,12
Raymond,The Blacklist,2,13
Raymond,The Blacklist,3,17
Elizabeth,The Blacklist,-3,117
Elizabeth,The Blacklist,-2,115
Elizabeth,The Blacklist,-1,88
Elizabeth,The Blacklist,0,112
Elizabeth,The Blacklist,1,107
Elizabeth,The Blacklist,2,139
Elizabeth,The Blacklist,3,134
Donald,The Blacklist,-3,6
Donald,The Blacklist,-2,4
Donald,The Blacklist,-1,5
Donald,The Blacklist,0,1
Donald,The Blacklist,1,5
Donald,The Blacklist,2,8
Donald,The Blacklist,3,7
Marco,Star vs. the Forces of Evil,-3,12
Marco,Star vs. the Forces of Evil,-2,15
Marco,Star vs. the Forces of Evil,-1,11
Marco,Star vs. the Forces of Evil,0,14
Marco,Star vs. the Forces of Evil,1,11
Marco,Star vs. the Forces of Evil,2,9
Marco,Star vs. the Forces of Evil,3,10
Linda,American Crime Story,-3,10
Linda,American Crime Story,-2,6
Linda,American Crime Story,-1,6
Linda,American Crime Story,0,7
Linda,American Crime Story,1,2
Linda,American Crime Story,2,6
Linda,American Crime Story,3,5
Adam,Chicago P.D.,-3,129
Adam,Chicago P.D.,-2,114
Adam,Chicago P.D.,-1,104
Adam,Chicago P.D.,0,141
Adam,Chicago P.D.,1,141
Adam,Chicago P.D.,2,111
Adam,Chicago P.D.,3,133
Viktor,The Kitchen,-3,3
Viktor,The Kitchen,-2,7
Viktor,The Kitchen,-1,5
Viktor,The Kitchen,0,3
Viktor,The Kitchen,1,5
Viktor,The Kitchen,2,7
Viktor,The Kitchen,3,5
Maksim,The Kitchen,-3,5
Maksim,The Kitchen,-2,5
Maksim,The Kitchen,-1,5
Maksim,The Kitchen,0,7
Maksim,The Kitchen,1,5
Maksim,The Kitchen,2,4
Maksim,The Kitchen,3,3
John,The Knick,-3,84
John,The Knick,-2,75
John,The Knick,-1,69
John,The Knick,0,102
John,The Knick,1,105
John,The Knick,2,98
John,The Knick,3,91
Ana,Velvet,-3,7
Ana,Velvet,-2,14
Ana,Velvet,-1,8
Ana,Velvet,0,8
Ana,Velvet,1,9
Ana,Velvet,2,9
Ana,Velvet,3,16
Claire,Outlander,-3,90
Claire,Outlander,-2,105
Claire,Outlander,-1,99
Claire,Outlander,0,107
Claire,Outlander,1,117
Claire,Outlander,2,101
Claire,Outlander,3,86
Jamie,Outlander,-3,14
Jamie,Outlander,-2,22
Jamie,Outlander,-1,12
Jamie,Outlander,0,20
Jamie,Outlander,1,23
Jamie,Outlander,2,17
Jamie,Outlander,3,33
Steven,Steven Universe,-3,20
Steven,Steven Universe,-2,11
Steven,Steven Universe,-1,16
Steven,Steven Universe,0,15
Steven,Steven Universe,1,17
Steven,Steven Universe,2,13
Steven,Steven Universe,3,20
Annalise,How to Get Away with Murder,-3,14
Annalise,How to Get Away with Murder,-2,10
Annalise,How to Get Away with Murder,-1,10
Annalise,How to Get Away with Murder,0,8
Annalise,How to Get Away with Murder,1,7
Annalise,How to Get Away with Murder,2,7
Annalise,How to Get Away with Murder,3,7
Nate,How to Get Away with Murder,-3,26
Nate,How to Get Away with Murder,-2,31
Nate,How to Get Away with Murder,-1,23
Nate,How to Get Away with Murder,0,31
Nate,How to Get Away with Murder,1,19
Nate,How to Get Away with Murder,2,25
Nate,How to Get Away with Murder,3,22
Connor,How to Get Away with Murder,-3,123
Connor,How to Get Away with Murder,-2,119
Connor,How to Get Away with Murder,-1,117
Connor,How to Get Away with Murder,0,123
Connor,How to Get Away with Murder,1,127
Connor,How to Get Away with Murder,2,128
Connor,How to Get Away with Murder,3,129
Naomi,The Expanse,-3,48
Naomi,The Expanse,-2,40
Naomi,The Expanse,-1,58
Naomi,The Expanse,0,44
Naomi,The Expanse,1,62
Naomi,The Expanse,2,45
Naomi,The Expanse,3,35
James,Power,-3,160
James,Power,-2,147
James,Power,-1,157
James,Power,0,156
James,Power,1,187
James,Power,2,175
James,Power,3,157
Angela,Power,-3,18
Angela,Power,-2,17
Angela,Power,-1,12
Angela,Power,0,22
Angela,Power,1,24
Angela,Power,2,20
Angela,Power,3,16
Richard,Galavant,-3,26
Richard,Galavant,-2,17
Richard,Galavant,-1,20
Richard,Galavant,0,21
Richard,Galavant,1,19
Richard,Galavant,2,9
Richard,Galavant,3,19
Wilson,Daredevil,-3,7
Wilson,Daredevil,-2,5
Wilson,Daredevil,-1,7
Wilson,Daredevil,0,5
Wilson,Daredevil,1,6
Wilson,Daredevil,2,4
Wilson,Daredevil,3,4
Catherine,Happy Valley,-3,10
Catherine,Happy Valley,-2,26
Catherine,Happy Valley,-1,22
Catherine,Happy Valley,0,28
Catherine,Happy Valley,1,21
Catherine,Happy Valley,2,17
Catherine,Happy Valley,3,14
Clare,Happy Valley,-3,5
Clare,Happy Valley,-2,5
Clare,Happy Valley,-1,5
Clare,Happy Valley,0,3
Clare,Happy Valley,1,5
Clare,Happy Valley,2,6
Clare,Happy Valley,3,5
Tommy,Happy Valley,-3,6
Tommy,Happy Valley,-2,5
Tommy,Happy Valley,-1,6
Tommy,Happy Valley,0,7
Tommy,Happy Valley,1,3
Tommy,Happy Valley,2,2
Tommy,Happy Valley,3,6
Henry,Forever,-3,91
Henry,Forever,-2,93
Henry,Forever,-1,97
Henry,Forever,0,109
Henry,Forever,1,120
Henry,Forever,2,145
Henry,Forever,3,125
Lucas,Forever,-3,224
Lucas,Forever,-2,213
Lucas,Forever,-1,254
Lucas,Forever,0,214
Lucas,Forever,1,218
Lucas,Forever,2,247
Lucas,Forever,3,216
Hailey,Mozart in the Jungle,-3,104
Hailey,Mozart in the Jungle,-2,125
Hailey,Mozart in the Jungle,-1,106
Hailey,Mozart in the Jungle,0,116
Hailey,Mozart in the Jungle,1,85
Hailey,Mozart in the Jungle,2,108
Hailey,Mozart in the Jungle,3,109
Cynthia,Mozart in the Jungle,-3,3
Cynthia,Mozart in the Jungle,-2,8
Cynthia,Mozart in the Jungle,-1,2
Cynthia,Mozart in the Jungle,0,10
Cynthia,Mozart in the Jungle,1,4
Cynthia,Mozart in the Jungle,2,6
Cynthia,Mozart in the Jungle,3,6
Harry,Bosch,-3,3
Harry,Bosch,-2,4
Harry,Bosch,-1,7
Harry,Bosch,0,7
Harry,Bosch,1,7
Harry,Bosch,2,13
Harry,Bosch,3,6
Grace,Bosch,-3,123
Grace,Bosch,-2,132
Grace,Bosch,-1,115
Grace,Bosch,0,134
Grace,Bosch,1,136
Grace,Bosch,2,135
Grace,Bosch,3,119
Johnny,Schitt's Creek,-3,12
Johnny,Schitt's Creek,-2,15
Johnny,Schitt's Creek,-1,7
Johnny,Schitt's Creek,0,11
Johnny,Schitt's Creek,1,10
Johnny,Schitt's Creek,2,10
Johnny,Schitt's Creek,3,9
David,Schitt's Creek,-3,116
David,Schitt's Creek,-2,91
David,Schitt's Creek,-1,122
David,Schitt's Creek,0,115
David,Schitt's Creek,1,107
David,Schitt's Creek,2,102
David,Schitt's Creek,3,93
Grace,Grace and Frankie,-3,132
Grace,Grace and Frankie,-2,115
Grace,Grace and Frankie,-1,134
Grace,Grace and Frankie,0,136
Grace,Grace and Frankie,1,135
Grace,Grace and Frankie,2,119
Grace,Grace and Frankie,3,120
Frankie,Grace and Frankie,-3,2
Frankie,Grace and Frankie,-2,6
Frankie,Grace and Frankie,-1,13
Frankie,Grace and Frankie,0,12
Frankie,Grace and Frankie,1,13
Frankie,Grace and Frankie,2,7
Frankie,Grace and Frankie,3,22
James,Taboo,-3,156
James,Taboo,-2,187
James,Taboo,-1,175
James,Taboo,0,157
James,Taboo,1,159
James,Taboo,2,150
James,Taboo,3,130
Lisa,Kingdom,-3,14
Lisa,Kingdom,-2,13
Lisa,Kingdom,-1,13
Lisa,Kingdom,0,11
Lisa,Kingdom,1,11
Lisa,Kingdom,2,18
Lisa,Kingdom,3,15
Ryan,Kingdom,-3,123
Ryan,Kingdom,-2,136
